,compound,positive,negative,cross_asset_std,sent_crypto,sent_equities,sent_forex,sent_news,sent_social,returns,realized_vol,vix,vix_change,ciss,ciss_change,te_proxy,sent_momentum,sent_acceleration,sent_dispersion,max_divergence,garch_vol,long_run_vol,regime
2007-08-07,0.19082111,0.0,0.0,0.0,0.0,0.0,-0.6943738,0.0,0.0,0.010669630182936096,0.0,21.559999465942383,-0.08914239981202099,0.1171,0.015399999999999997,0.5,0.7343533600000001,1.6697393100000002,0.661417748271621,0.9353859500000001,0.013355254405929908,0.042238451829581046,normal
2007-08-10,-0.6802652,0.0,0.0,0.0,0.0,0.0,-0.6943738,0.0,0.0,-0.004677087747673392,0.0,28.299999237060547,0.312615952600793,0.2111,0.09400000000000001,0.5,-0.29099832000000003,-0.38002900000000006,0.06295419756164955,0.08903068000000003,0.012913448332190243,0.042238451829581046,elevated
2007-08-13,-0.48246533,0.0,0.0,0.0,0.0,0.0,-0.6943738,0.0,0.0,0.0035932588096792006,0.0,26.56999969482422,-0.061130727522097916,0.2209,0.009800000000000003,0.5,-0.96091116,-0.90511089,0.039456749309040265,0.055800269999999985,0.01214178289011537,0.042238451829581046,elevated
2007-08-14,-0.1053456,0.0,0.0,0.0,0.0,0.0,-0.6943738,0.0,0.0,-0.0152858853381862,0.0,27.68000030517578,0.04177646304481475,0.2293,0.00839999999999999,0.5,-0.31998114,-0.5378327082000001,0.1540443211663437,0.21785156820000007,0.011274151238495905,0.042238451829581046,normal
2007-08-15,-0.497664,0.0,0.0,0.0,0.0,0.0,-0.6943738,0.0,0.0,-0.0137756974560157,0.0,30.670000076293945,0.10802022175408266,0.2322,0.002899999999999986,0.5,-0.18866046999999997,-0.025662599999999952,0.11525689919596332,0.16299787000000002,0.012276076205840165,0.042238451829581046,normal
2007-08-16,0.27687237,0.0,0.0,0.0,0.0,0.0,-0.6943738,0.0,0.0,0.007515906002110828,0.16516746232766036,30.82999992370605,0.005216819270104089,0.287,0.05479999999999999,0.16621752175674284,0.08605125999999999,-0.6483021000000001,0.519266240643126,0.7343533600000001,0.012774460216731403,0.042238451829581046,normal
2007-08-17,-0.25937757,0.0,0.0,0.0,0.0,0.0,-0.6943738,0.0,0.0,0.018367404281701027,0.17924570638012086,29.989999771118164,-0.02724619379392168,0.279,-0.007999999999999952,0.3026063680824481,0.42088763,0.7118859500000001,0.205766885385893,0.2909983200000001,0.012081996280399914,0.042238451829581046,normal
2007-08-20,0.05855082,0.0,0.0,0.0,0.0,0.0,-0.6943738,0.0,0.0,-0.0004839996757468601,0.17915372357377696,26.32999992370605,-0.12204067607019031,0.2779,-0.0011000000000000454,0.3012647626195015,0.54101615,1.5019273100000001,0.6794667973538316,0.9609111600000001,0.01312119327917266,0.042238451829581046,normal
2007-08-28,-0.541994,0.0,0.0,0.0,0.0,0.0,-0.6943738,0.0,0.0,-0.021979774017447995,0.18916529641485844,26.299999237060547,-0.001139410813992936,0.2533,-0.024599999999999955,0.29179667486559246,-0.4366484,-0.11666726,0.22626083394580201,0.31998114,0.012134256552546057,0.042238451829581046,normal
2007-08-29,0.36103937,0.0,0.0,0.0,0.0,0.0,-0.6943738,0.0,0.0,0.019621101703900967,0.20227868332383472,23.809999465942383,-0.09467680012740798,0.243,-0.010300000000000031,0.16895847746655465,0.85870337,1.04736384,0.13340309767884126,0.18866047000000008,0.014456081040253472,0.042238451829581046,normal
2007-08-30,0.58586216,0.0,0.0,0.0,0.0,0.0,-0.6943738,0.0,0.0,-0.0026609975880417247,0.20030603742213354,25.059999465942383,0.05249895119854964,0.234,-0.00899999999999998,0.15066148522084735,0.30898979000000004,0.22293853000000005,0.0608474294756467,0.08605125999999999,0.015240882675267828,0.042238451829581046,normal
2007-08-31,-0.27355212,0.0,0.0,0.0,0.0,0.0,-0.6943738,0.0,0.0,0.009852954571947237,0.2042079727814161,23.3799991607666,-0.06703911975173715,0.2255,-0.008500000000000008,0.14622918931141196,-0.014174550000000008,-0.43506218,0.2976124972905346,0.42088763,0.014128517835162896,0.042238451829581046,normal
2007-09-04,0.70048547,0.0,0.0,0.0,0.0,0.0,-0.6943738,0.0,0.0,0.010095528673003118,0.20795163655654397,22.780000686645508,-0.025662895451593393,0.2119,-0.013600000000000001,0.07303049713193997,0.64193465,0.10091850000000002,0.3825561883964384,0.54101615,0.013500848470136637,0.042238451829581046,normal
2007-09-07,-0.51217574,0.0,0.0,0.0,0.0,0.0,-0.6943738,0.0,0.0,-0.013906572817467433,0.2111309720337675,26.229999542236328,0.1514485843546678,0.2334,0.02149999999999999,0.20310300764154512,0.029818259999999985,0.46646666,0.3087570446342561,0.4366484,0.012975286694916549,0.042238451829581046,elevated
